channel_title,category_name,total_videos,avg_views,avg_engagement,total_views,percentage
OTP - VODs,Gaming,1,30323.0,2.23,30323,100.0
OVER SHOW,Gaming,500,231452.03,3.12,115726013,100.0
OXADE ,Entertainment,2,5642987.0,1.62,11285974,100.0
Oasis,Music,1,1285368.0,1.72,1285368,100.0
Occupy Democrats,Entertainment,3,369588.0,7.31,1108764,100.0
Oce_yann,Entertainment,1,132339.0,2.83,132339,100.0
Ocean Shaddows,Pets & Animals,1,3012402.0,6.17,3012402,100.0
Ocean Short Channel,People & Blogs,5,3874021.4,1.65,19370107,100.0
OctopusMovie,People & Blogs,1,392024.0,6.02,392024,100.0
Odablock,Gaming,3,79434.0,2.15,238302,100.0
Odair de Uruará no Pará ,People & Blogs,1,1584132.0,1.89,1584132,100.0
Odd Danny,Education,3,530675.33,9.1,1592026,100.0
OddityTech,People & Blogs,5,4684379.6,2.8,23421898,100.0
Odessamama,Comedy,1,1537742.0,0.69,1537742,100.0
Odia Bhaktidhara,Music,500,62081.79,1.07,31040894,100.0
Off Investigation,News & Politics,1,65121.0,5.96,65121,100.0
Off The Dribble,Sports,1,625604.0,4.21,625604,100.0
Official the jeet,People & Blogs,1,1996773.0,2.0,1996773,100.0
OfficialACLJ,News & Politics,1,150593.0,5.26,150593,100.0
OfficialZelel,Gaming,1,28932.0,4.29,28932,100.0
Officialinnossb,Comedy,1,15745.0,1.26,15745,0.39
Officialinnossb,Entertainment,67,112175.91,1.67,7515786,26.17
Officialinnossb,Music,187,1797702.97,2.73,336170455,73.05
Officialinnossb,Nonprofits & Activism,1,14903.0,1.36,14903,0.39
OfflineTV,News & Politics,1,738532.0,9.26,738532,100.0
Offside Football Insights,Sports,3,2034168.33,2.86,6102505,100.0
OffsideShorts90,People & Blogs,3,2722127.0,2.63,8166381,100.0
Oficina Do celular,People & Blogs,2,849797.0,8.15,1699594,100.0
Oh_FILM1,Music,1,1009948.0,1.53,1009948,100.0
Ohunblond,People & Blogs,2,319495.5,3.02,638991,100.0
Oiikaka__,People & Blogs,1,1013542.0,2.57,1013542,100.0
OkCron,Music,1,532146.0,4.36,532146,100.0
OkFans,Entertainment,2,1096253.0,5.85,2192506,100.0
Okko Спорт ,Sports,1,159252.0,1.79,159252,100.0
OldSchoolSoul,Entertainment,3,2363897.67,2.47,7091693,100.0
Olegha77,Gaming,1,130710.0,5.87,130710,100.0
Oli,People & Blogs,1,126635.0,11.77,126635,100.0
Oliver,Entertainment,1,397051.0,3.01,397051,100.0
Oliver Brooks,Entertainment,3,1281892.33,0.8,3845677,100.0
Oliver Kowal,Entertainment,1,1046596.0,4.49,1046596,100.0
Olivia Jade,Howto & Style,3,83046.0,2.99,249138,100.0
Olivia Journey963Y,Entertainment,1,211579.0,3.99,211579,100.0
OliviaDeanVEVO,Music,1,956911.0,1.79,956911,100.0
Olly Blogs Agricontract,Entertainment,1,472761.0,1.37,472761,100.0
Ollys TV,Education,12,12918889.58,3.68,155026675,100.0
Olympe ♛,Howto & Style,2,469636.0,5.25,939272,100.0
Olympics,Sports,10,8979131.5,3.38,89791315,100.0
Olympique Lyonnais,Sports,1,239732.0,5.04,239732,100.0
Om Universal Records,Music,1,55326.0,0.96,55326,100.0
Omar Courtz,Music,1,2748034.0,2.65,2748034,100.0
Omardizer | عمرديزر,Science & Technology,1,177406.0,5.62,177406,100.0
Omenasito,Gaming,1,226426.0,4.02,226426,100.0
Omenasote,Gaming,1,402762.0,2.98,402762,100.0
Omz,Gaming,1,84445.0,1.32,84445,100.0
OmzBlox,Gaming,2,105625.5,1.31,211251,100.0
On Camera Motion,Entertainment,3,12682775.33,7.73,38048326,100.0
One True Timeline,People & Blogs,2,469568.0,3.71,939136,100.0
Oneindia Hindi | वनइंडिया हिंदी,News & Politics,1,24333.0,0.76,24333,100.0
Oneindia Telugu,News & Politics,1,66192.0,0.81,66192,100.0
Onkel Jacek,Entertainment,2,187271.0,4.24,374542,100.0
OnlyCopz,People & Blogs,4,2988127.25,4.14,11952509,100.0
OnlySerials,People & Blogs,1,6111217.0,3.62,6111217,100.0
Onlyy,Gaming,1,2637.0,8.38,2637,100.0
Onsight,Sports,3,6013481.33,5.7,18040444,100.0
Oogway Ranks,Entertainment,2,23689845.5,1.37,47379691,100.0
Oonolive,Gaming,1,6239.0,4.33,6239,100.0
Opa sou eu mesmo ,People & Blogs,1,1876532.0,3.79,1876532,100.0
Ophenya,Entertainment,3,363169.0,0.17,1089507,100.0
Opiosi,People & Blogs,1,40664.0,1.81,40664,100.0
Orange Juice Gaming,Gaming,1,110037.0,3.68,110037,100.0
Organization XIII,Entertainment,4,6778716.0,3.95,27114864,100.0
Oriana ,People & Blogs,1,3578881.0,1.68,3578881,100.0
Orico-global,People & Blogs,5,3676966.2,3.53,18384831,100.0
Original Wagner,Entertainment,1,1095986.0,2.85,1095986,100.0
Orythion Clip,Film & Animation,1,821622.0,3.23,821622,100.0
Os Donos da Bola,Sports,1,516127.0,2.53,516127,100.0
Os Pingos nos Is,News & Politics,1,55411.0,4.38,55411,100.0
Osan Yaran,Comedy,1,164192.0,4.44,164192,100.0
Oscar,Entertainment,1,1560461.0,2.65,1560461,100.0
Oscar Morales Podcast,News & Politics,2,373886.5,3.28,747773,100.0
Osia,People & Blogs,2,98203.5,11.5,196407,100.0
Osmarus,Entertainment,1,1369408.0,8.65,1369408,100.0
OtakuRoom,Gaming,1,1086361.0,9.16,1086361,100.0
Otros Datos MX,People & Blogs,1,182810.0,2.5,182810,100.0
Ottawan,Music,1,33038.0,1.1,33038,100.0
Ouah Leouff,Gaming,1,29069.0,7.55,29069,100.0
Our Cooking Time,Entertainment,1,360871.0,7.04,360871,100.0
Our Tribe of Many,People & Blogs,3,38442.67,11.35,115328,100.0
Outset Sports,Sports,1,248866.0,11.06,248866,100.0
Outside Xtra,Gaming,1,27893.0,11.85,27893,100.0
Outstanding Humans,Entertainment,3,60024.33,2.3,180073,100.0
Outstanding Screenplays,Film & Animation,4,3346414.5,7.07,13385658,100.0
Ouz_the_best_fr,Comedy,2,664931.5,6.92,1329863,100.0
Overdrive,Gaming,1,56764.0,3.81,56764,100.0
Overman,Gaming,1,7304.0,21.04,7304,100.0
Overtime,Sports,1,250374.0,3.33,250374,100.0
Overtraining Club,Entertainment,1,1034967.0,7.5,1034967,100.0
OviTech Gyan,Science & Technology,2,3252520.5,3.54,6505041,100.0
OwnGalaxy,Science & Technology,1,55082.0,4.63,55082,100.0
OyeAdolfo,People & Blogs,2,5091988.0,4.05,10183976,100.0
Ozodivideo,News & Politics,1,236615.0,0.23,236615,100.0
Ozy Talkies,People & Blogs,1,799704.0,5.14,799704,100.0
P to peesha,People & Blogs,1,517318.0,1.58,517318,100.0
P110: Music,Music,2,62602.5,4.16,125205,100.0
P3DRU,Gaming,1,58077.0,3.82,58077,100.0
PA Maitre,Entertainment,1,32212.0,10.64,32212,100.0
PABLITO,Entertainment,1,573503.0,1.18,573503,100.0
PADAWAMHD,Gaming,1,20632.0,9.29,20632,100.0
PAGESSE React,Howto & Style,1,48829.0,6.21,48829,100.0
PAJI IS LIVE,Gaming,1,464144.0,0.6,464144,100.0
PAKA,Gaming,1,390174.0,0.67,390174,100.0
PAMMY RECORDS VIRAL,People & Blogs,1,34557.0,0.54,34557,100.0
PARTER TV,Sports,1,859838.0,4.34,859838,100.0
PAS Magic En Español,Entertainment,1,3009652.0,6.94,3009652,100.0
PAULINHU,Gaming,1,35121.0,4.59,35121,100.0
PAYAL GAMING,Gaming,1,296945.0,2.49,296945,100.0
PAYDAY 3,Gaming,1,6519.0,14.93,6519,100.0
PBD Podcast,Entertainment,2,488414.5,3.64,976829,100.0
PBS NewsHour,News & Politics,1,341565.0,1.24,341565,100.0
PC Games,Gaming,1,15247.0,6.09,15247,100.0
PCB Solder,Science & Technology,1,25659.0,16.6,25659,100.0
PCER24,Entertainment,1,24422.0,6.22,24422,100.0
PCILINHA🦜,People & Blogs,1,634729.0,2.08,634729,100.0
PCニャー速報,Entertainment,1,191756.0,1.61,191756,100.0
PDRGARAGE SPB,People & Blogs,1,712635.0,0.55,712635,100.0
PECOチャンネルさん【癒やしのペット動画】,Pets & Animals,1,1375802.0,6.8,1375802,100.0
PEGASI Peripherals,Gaming,4,289744.25,5.31,1158977,100.0
PEREHVAT,Entertainment,1,35175.0,4.96,35175,100.0
PERSOL APAC short drama,Entertainment,1,1110242.0,2.2,1110242,100.0
PETFORT,People & Blogs,1,650462.0,2.1,650462,100.0
PETS ANIMADOS OFICIAL,Comedy,1,3913477.0,1.41,3913477,100.0
PETS PRA RIR,Pets & Animals,1,439513.0,3.49,439513,100.0
PGI무비채널,People & Blogs,1,2207753.0,2.63,2207753,100.0
PGL,Gaming,1,1241472.0,0.95,1241472,100.0
PH Araujo nos EUA,News & Politics,1,41960.0,10.49,41960,100.0
PHILIPPE MARIONNEAU COMMERCANT YOUTUBER ACTUALITÉ ,People & Blogs,1,462118.0,2.43,462118,100.0
PIE DE NOTA | Con Luis Chaparro,News & Politics,1,206077.0,4.53,206077,100.0
PINTU INDORI,Comedy,1,965483.0,1.76,965483,100.0
PINÓQUIO ,Entertainment,1,4772353.0,4.46,4772353,100.0
PIVOT 公式チャンネル,News & Politics,1,124662.0,1.03,124662,100.0
PIXEL_IA,Comedy,1,1025466.0,1.2,1025466,100.0
PIZÃO,Gaming,1,160586.0,1.97,160586,100.0
PLAYZER,Music,1,379137.0,3.4,379137,100.0
PLENZOZ,Entertainment,4,7921145.25,0.01,31684581,100.0
PLK - Topic,Music,1,419690.0,3.69,419690,100.0
PLPSTUDIO,Comedy,2,627350.0,3.77,1254700,100.0
PLUG2NEWS,Gaming,1,823327.0,1.7,823327,100.0
PM movie,People & Blogs,1,1001263.0,2.37,1001263,100.0
PN ROSE,Gaming,1,405529.0,2.14,405529,100.0
PODVIM NEWS [NOTÍCIAS & PODCAST],Entertainment,2,1910889.0,2.69,3821778,100.0
POL,People & Blogs,2,1683895.0,4.45,3367790,100.0
POLICE-SHORTS,Entertainment,1,1002035.0,2.42,1002035,100.0
POPEY,Film & Animation,1,332517.0,2.7,332517,100.0
POPMMA FLASH,Sports,1,2210721.0,2.25,2210721,100.0
POPPINS HUT,People & Blogs,1,690076.0,6.78,690076,100.0
POPVEIN,People & Blogs,18,3092243.67,4.72,55660386,100.0
POSTAmx,Entertainment,1,76285.0,2.72,76285,100.0
POV Biker,People & Blogs,6,6568378.0,6.17,39410268,100.0
POV Husband,People & Blogs,1,1392292.0,4.89,1392292,100.0
POVDRIVE75,Autos & Vehicles,1,4951456.0,0.01,4951456,100.0
PP World,Science & Technology,1,34823.0,6.42,34823,100.0
PRINCE GARY,People & Blogs,1,1639669.0,1.5,1639669,100.0
PRO Hi-Tech,Science & Technology,1,660168.0,1.51,660168,100.0
PRODUCE 101 JAPAN 新世界,Entertainment,1,1379647.0,2.52,1379647,100.0
PSETE,Entertainment,1,971587.0,7.81,971587,100.0
PSG - Paris Saint-Germain,Sports,1,217916.0,4.54,217916,100.0
PSK Futbol,Sports,1,402022.0,4.85,402022,100.0
PULLUPHOOPS,Sports,2,395668.0,6.37,791336,100.0
PUNJAB KINGS,Sports,1,1623968.0,3.69,1623968,100.0
PV&E,Science & Technology,1,22069.0,5.34,22069,100.0
Paayal Tena Short Videos,Comedy,1,2970524.0,4.55,2970524,100.0
Pabllym GO!,Gaming,2,49981.5,2.34,99963,100.0
Pablo Munoz Iturrieta,Education,1,186220.0,7.43,186220,100.0
Pablo Pol,Entertainment,5,2884318.4,3.19,14421592,100.0
PacRackz,Entertainment,2,395590.0,4.59,791180,100.0
Padre Jose Arturo Lopez Cornejo,Education,1,270156.0,5.9,270156,100.0
PaduTeam,News & Politics,1,47957.0,8.64,47957,100.0
PagalGujju 2,People & Blogs,1,35931.0,5.55,35931,100.0
Page Six,Entertainment,1,161395.0,3.92,161395,100.0
Pahom Live,Entertainment,1,119851.0,1.73,119851,100.0
Pai da Mia,People & Blogs,1,5010139.0,4.73,5010139,100.0
Paintellectual PriyA,Howto & Style,2,5867263.0,1.79,11734526,100.0
Painzeiro,Entertainment,1,2033251.0,1.71,2033251,100.0
Paix et Guerre par Caroline Galactéros ,News & Politics,1,21807.0,18.58,21807,100.0
Pakito Quetzalcoatl,Comedy,1,2187119.0,5.23,2187119,100.0
Palace Confidential,Entertainment,2,513084.0,4.5,1026168,100.0
Paluten,Gaming,1,37355.0,8.23,37355,100.0
Pamela Robledo,Howto & Style,1,27261.0,7.29,27261,100.0
PanchitoDiez,Sports,1,355914.0,3.13,355914,100.0
Pandita Maestro,People & Blogs,1,1185332.0,1.53,1185332,100.0
PanoL,Pets & Animals,1,4448766.0,3.04,4448766,100.0
Pantheriza Fußball,Sports,1,328037.0,3.41,328037,100.0
Paola Lopez,People & Blogs,1,25177.0,8.46,25177,100.0
Papa Meat,Comedy,3,784713.67,6.0,2354141,100.0
Papa_Basti_und_Familie,Gaming,2,40663.0,1.18,81326,100.0
Papaonmangequoi,Education,1,155220.0,9.46,155220,100.0
Papaplatte Gaming,Gaming,1,488184.0,5.76,488184,100.0
Papaplatte Uncut,Gaming,1,50964.0,3.66,50964,100.0
Paparazzo Rubro-Negro,Sports,1,32757.0,9.81,32757,100.0
Papasiwi,People & Blogs,5,7697498.6,0.82,38487493,100.0
Papi Planes,Science & Technology,4,603270.0,5.0,2413080,100.0
Papirrin 326,Entertainment,1,428676.0,4.47,428676,100.0
Paradygm TV,Entertainment,1,245009.0,4.86,245009,100.0
"Paralegal Institute of Washington, D.C.",News & Politics,1,401033.0,4.18,401033,100.0
Paramount+,Entertainment,1,0.0,0.0,0,100.0
ParanormX,Science & Technology,1,3609014.0,1.03,3609014,100.0
Parc Jae Jung - Topic,Music,139,1263291.37,0.7,175597500,100.0
Parithabangal,Comedy,2,1710771.0,3.95,3421542,100.0
Parker Burton,Science & Technology,4,334533.25,13.4,1338133,100.0
Parker Seidel,Entertainment,3,1348955.67,2.0,4046867,100.0
Paroles Enchantées,Music,1,102355.0,0.25,102355,100.0
Parquinho Shorts,People & Blogs,3,746658.33,3.09,2239975,100.0
Parthenatos,People & Blogs,1,2162931.0,1.53,2162931,100.0
PasDurrrr,Comedy,1,744871.0,4.72,744871,100.0
Pasión sobre Ruedas,People & Blogs,1,4383385.0,2.2,4383385,100.0
Passion Autos,Autos & Vehicles,1,59268.0,1.87,59268,100.0
Passion football,Sports,1,143801.0,4.63,143801,100.0
Paster Stories,People & Blogs,1,412884.0,2.24,412884,100.0
Pasteur C-Maias,People & Blogs,1,489618.0,1.89,489618,100.0
Pastor Junior Silva,Entertainment,1,1998146.0,3.05,1998146,100.0
Patacon-ia,People & Blogs,3,6395078.33,0.87,19185235,100.0
Path of Exile,Gaming,3,268093.33,5.41,804280,100.0
Patina Collective,Autos & Vehicles,1,533148.0,3.54,533148,100.0
Patineuse à bord,Travel & Events,2,1402100.5,4.49,2804201,100.0
Patitas Corazón,Pets & Animals,1,3533834.0,3.03,3533834,100.0
Patricio Razo,Entertainment,3,2797113.67,4.05,8391341,100.0
Patrick Bandeira ,Entertainment,1,786555.0,1.21,786555,100.0
Patrick Hinterfragt,News & Politics,1,41126.0,6.69,41126,100.0
Patriot24,People & Blogs,1,248016.0,2.33,248016,100.0
Patriota,Gaming,1,7238.0,21.04,7238,100.0
Pattarachai Thaykerd,People & Blogs,1,1279458.0,0.26,1279458,100.0
Patterrz,Gaming,3,75080.67,5.2,225242,100.0
Paul & Chris,People & Blogs,2,3999779.5,0.82,7999559,100.0
Paul Mirabel,People & Blogs,1,377063.0,5.38,377063,100.0
Paul Mugisa officiel,People & Blogs,1,800814.0,2.63,800814,100.0
Paul Vannier,News & Politics,1,75741.0,6.81,75741,100.0
Paul Warburg,News & Politics,1,97974.0,18.19,97974,100.0
Paul's Hardware,Science & Technology,3,97322.67,8.45,291968,100.0
Paul_Matteo,Comedy,1,898971.0,6.09,898971,100.0
Paula Doeringer,Entertainment,1,32434.0,3.84,32434,100.0
Paula Marisa,Entertainment,1,60140.0,21.04,60140,100.0
Paula Wolf Official,Entertainment,4,583049.75,5.04,2332199,100.0
Paulberger,Gaming,1,121231.0,2.11,121231,100.0
Paulinha ,People & Blogs,2,1419878.0,3.32,2839756,100.0
Paulino Razo,People & Blogs,1,2481530.0,2.92,2481530,100.0
Paulo Flasmo,Entertainment,1,741731.0,2.95,741731,100.0
Paulo Royal,News & Politics,2,504769.5,3.2,1009539,100.0
Paulo le Sportix,Sports,1,192784.0,5.36,192784,100.0
Paulocura Khachaturova,People & Blogs,1,520473.0,2.19,520473,100.0
Pausa Nerd,People & Blogs,1,58667.0,7.6,58667,100.0
Pausa y Verás,Entertainment,2,2101637.0,1.98,4203274,40.0
Pausa y Verás,News & Politics,3,551968.33,2.06,1655905,60.0
PavePro Asphalt Solvent and Release Agent,Howto & Style,2,5212962.0,3.48,10425924,100.0
Pavuna ,People & Blogs,1,210398.0,6.19,210398,100.0
Paw Panda,People & Blogs,3,1994193.33,0.46,5982580,100.0
PawStories,Pets & Animals,2,1347353.0,3.24,2694706,100.0
PawVerse,Entertainment,9,24767593.44,2.23,222908341,100.0
Pawfection,Pets & Animals,3,1319373.33,3.47,3958120,100.0
Paws & Giggles,Pets & Animals,3,8713259.0,2.47,26139777,100.0
Peaceful Vibes,Pets & Animals,1,1344143.0,3.45,1344143,100.0
PeakToon,People & Blogs,2,9388114.5,0.01,18776229,100.0
Peakzmotivation,People & Blogs,5,3208564.4,5.58,16042822,100.0
Peanut ARC Bits,Howto & Style,2,33344.5,7.75,66689,100.0
Pearl The Golden Girl & Liz,Pets & Animals,1,1045711.0,6.58,1045711,100.0
Pedrinho Fury ,People & Blogs,1,746472.0,1.75,746472,100.0
Pedro Alemán,Sports,1,97487.0,1.36,97487,100.0
Pedro Lumphix,Entertainment,1,552257.0,4.33,552257,100.0
Pedro Palencia,Entertainment,1,486402.0,5.76,486402,100.0
Pedro Ribeiro,People & Blogs,1,520982.0,5.72,520982,100.0
Pekora Ch. 兎田ぺこら,Gaming,1,238116.0,5.07,238116,100.0
Pelada De Ouro,Sports,1,335134.0,5.94,335134,100.0
PeleaFuria,Gaming,1,1199570.0,3.22,1199570,100.0
PeligroEnLaPlaya,People & Blogs,1,1458394.0,1.86,1458394,100.0
Penitencia,People & Blogs,1,2255100.0,4.15,2255100,100.0
Pennem Star,Gaming,1,110116.0,1.34,110116,100.0
Pepe Millonario Ayuda,People & Blogs,1,46799.0,2.99,46799,100.0
PepeFer,People & Blogs,1,1705424.0,3.75,1705424,100.0
Peppa Foodie,Entertainment,1,338483.0,11.38,338483,100.0
Pequeño Chiris,People & Blogs,1,1708436.0,5.6,1708436,100.0
Peraltas Comedy ,Comedy,1,4132429.0,5.81,4132429,100.0
Percepcar,Entertainment,1,233464.0,5.28,233464,100.0
Periado ,Gaming,16,28885.25,5.02,462164,3.2
Periado ,Howto & Style,484,195770.39,5.57,94752871,96.8
Periódico Correo,News & Politics,1,143005.0,1.73,143005,100.0
Perla Ramos,People & Blogs,1,36271.0,5.98,36271,100.0
PetCrackers,Pets & Animals,3,1246037.67,0.01,3738113,100.0
PetWitnessYT,People & Blogs,7,49706503.86,3.26,347945527,100.0
Pete Buttigieg,News & Politics,3,439485.33,3.15,1318456,100.0
Peter Aqui,Entertainment,1,96883.0,12.95,96883,100.0
Peter Beilstein,Education,3,3156343.0,5.05,9469029,100.0
Peter Ludolf,People & Blogs,1,195801.0,1.65,195801,100.0
Peter McCormack,News & Politics,1,95015.0,3.48,95015,100.0
Peter resumen ,Comedy,1,917393.0,3.56,917393,100.0
PeterFut ,Film & Animation,1,161230.0,3.37,161230,100.0
PeterWeißAlles,Entertainment,3,292469.0,1.74,877407,100.0
Peterle Sky,Education,1,382601.0,3.46,382601,100.0
PetrovBoxing,Sports,1,1005880.0,3.68,1005880,100.0
PetsAreAngelz,Pets & Animals,2,1216790.0,5.07,2433580,100.0
Petstationkannur,Pets & Animals,1,150436.0,4.4,150436,100.0
Peu De Savoir,People & Blogs,1,569685.0,1.36,569685,100.0
Peçonhento,Pets & Animals,1,2562551.0,2.76,2562551,100.0
Pflege Smile,Entertainment,1,122546.0,6.67,122546,100.0
Pfötastisch!,Pets & Animals,2,560289.0,2.16,1120578,100.0
Phil Edwards,News & Politics,2,78607.5,5.36,157215,100.0
Philip,Gaming,1,73405.0,3.12,73405,100.0
Philip DeFranco,Entertainment,1,156185.0,7.87,156185,50.0
Philip DeFranco,News & Politics,1,255073.0,2.15,255073,50.0
Philipp Kaess,Autos & Vehicles,1,445258.0,1.31,445258,100.0
Philippe de Villiers ,News & Politics,1,121373.0,8.84,121373,100.0
Phixate,Gaming,2,92748.5,1.03,185497,100.0
Phoebe,Entertainment,1,478079.0,3.78,478079,100.0
Phone Repair Guru,Science & Technology,2,967706.0,4.86,1935412,100.0
Phonk World,People & Blogs,2,453923.0,0.94,907846,100.0
Picardi Seymoure,People & Blogs,1,527635.0,1.13,527635,100.0
Pick one quick ,People & Blogs,1,3124534.0,3.92,3124534,100.0
Pieds Carrés,Sports,1,468300.0,3.99,468300,100.0
Pierre Lefèvre,People & Blogs,1,763864.0,3.79,763864,100.0
Piers Morgan Uncensored,Entertainment,3,333190.67,2.87,999572,100.0
PietSmiet,Entertainment,500,161825.78,3.63,80912889,100.0
Pietonpinion,Entertainment,2,900441.5,3.66,1800883,100.0
Pietra_vitorinny,People & Blogs,1,3504705.0,1.03,3504705,100.0
Piijou,Entertainment,2,402250.5,3.36,804501,100.0
Pilhado,News & Politics,1,150905.0,17.59,150905,100.0
Pimgo,Entertainment,1,908825.0,1.73,908825,100.0
Pimpom Lifestyle,Howto & Style,1,1200811.0,3.02,1200811,100.0
Pinckton,People & Blogs,2,1474153.5,7.3,2948307,100.0
PinguimBR,Entertainment,1,1059457.0,2.21,1059457,100.0
Pinkcorn,Film & Animation,1,569219.0,5.98,569219,100.0
Pins Guy,Pets & Animals,4,6445942.0,7.1,25783768,100.0
PipaPupa,Entertainment,1,20051.0,9.29,20051,100.0
Pisteo y Compas,People & Blogs,1,1120097.0,0.08,1120097,100.0
PitBullFera,Gaming,1,60092.0,5.04,60092,100.0
PitLanePioneers,Sports,2,1078222.5,2.04,2156445,100.0
Pitaya,Gaming,1,70801.0,2.65,70801,100.0
Pitbull do grauu,People & Blogs,1,880862.0,3.71,880862,100.0
Pitch Addict,Sports,1,89506.0,6.58,89506,100.0
Pitch Addict - Shorts,Sports,1,167024.0,4.89,167024,100.0
Pitch Side,Sports,1,124260.0,2.28,124260,100.0
Pitching Ninja,Sports,2,279831.0,1.8,559662,100.0
Pittsburgh Penguins,Sports,1,213477.0,2.81,213477,100.0
Piu Lives,People & Blogs,2,691022.5,3.98,1382045,100.0
PiuShi,Entertainment,1,232036.0,0.85,232036,100.0
Pivas Stories | Ржачные Видео Со Всего Мира,People & Blogs,2,1084130.5,2.39,2168261,100.0
Pivette Original,Music,1,1140048.0,2.48,1140048,100.0
Pixar,Film & Animation,2,9353617.0,2.65,18707234,100.0
Pixel Stream,People & Blogs,2,3479641.0,7.88,6959282,100.0
Pixel and Friends,People & Blogs,6,5512370.17,6.74,33074221,100.0
PixelViet,Gaming,1,31236.0,9.54,31236,100.0
PixiShorts,Entertainment,1,570870.0,2.32,570870,100.0
Pixie’s Garden,People & Blogs,2,4658985.5,0.96,9317971,100.0
Piñatas Gama,People & Blogs,1,1209586.0,2.57,1209586,100.0
Pk Couples,Entertainment,2,403114.0,6.73,806228,100.0
Placar final,Sports,1,157314.0,1.1,157314,100.0
Plan3,Film & Animation,2,3078952.0,8.37,6157904,100.0
Planet Football,Sports,1,237698.0,4.18,237698,100.0
Plankton,Comedy,1,248041.0,11.98,248041,100.0
Plantão Brasil (Thiago dos Reis),News & Politics,1,87731.0,19.19,87731,100.0
Plate to Glory,Entertainment,3,10374579.0,7.4,31123737,100.0
Platin,Gaming,1,43500.0,4.6,43500,100.0
Play Guima,Gaming,500,544621.56,2.94,272310781,100.0
Play With Darsh,Gaming,77,968930.53,0.9,74607651,100.0
PlayStation Access,Gaming,1,47522.0,4.34,47522,100.0
PlayStationGrenade,Gaming,3,175013.33,3.92,525040,100.0
PlayWithKate,Gaming,1,19219.0,6.48,19219,100.0
Plistoffer,Entertainment,1,261235.0,3.51,261235,100.0
PluggedIn3D,People & Blogs,8,3995610.5,6.87,31964884,100.0
Pluriel,Entertainment,1,501657.0,2.31,501657,100.0
Pobre Hija,Entertainment,1,610063.0,0.09,610063,100.0
Pocket Racers,Autos & Vehicles,5,1847098.2,5.08,9235491,100.0
PocketMini,People & Blogs,3,147860.67,11.34,443582,100.0
PocketTV Entertainment,Entertainment,1,2639435.0,4.57,2639435,100.0
Pod Save America,News & Politics,2,217633.0,4.09,435266,100.0
Podcast cotorreando ,People & Blogs,1,524461.0,2.92,524461,100.0
PokeMoniteur,People & Blogs,2,730814.5,3.75,1461629,100.0
PoketutorialTV,Gaming,1,26038.0,4.3,26038,100.0
Polar 11,Gaming,1,21826.0,2.75,21826,100.0
Polar Cops,Entertainment,3,4509233.0,3.45,13527699,100.0
Polemictiktok28,People & Blogs,3,12657645.33,1.49,37972936,100.0
Polex,Gaming,1,32994.0,12.34,32994,100.0
Poli Couple💃🕺,People & Blogs,1,946321.0,4.16,946321,100.0
Poli Landim,Entertainment,1,26542.0,9.16,26542,100.0
PoliceScenes,People & Blogs,3,9030273.33,6.94,27090820,100.0
Polimer News,News & Politics,2,2378081.0,1.46,4756162,100.0
Politica Argentina,News & Politics,1,1189605.0,6.82,1189605,100.0
PoliticsJOE,News & Politics,1,96487.0,3.8,96487,100.0
Politik mit Kopf,News & Politics,1,136277.0,13.01,136277,100.0
PollyZavr,Gaming,1,6828.0,21.04,6828,100.0
Polonez Garage ,Autos & Vehicles,2,1478099.0,0.79,2956198,100.0
Polska Wersja,Music,94,5715597.86,1.37,537266199,100.0
Polsポルス,Gaming,1,27913.0,3.12,27913,100.0
Polymarketupdates,People & Blogs,1,9016476.0,4.19,9016476,100.0
Política & Cia,News & Politics,1,68632.0,13.11,68632,100.0
Poncho Gutiérrez,Entertainment,1,104033.0,7.67,104033,100.0
Pondering Politics,News & Politics,2,140864.5,6.11,281729,100.0
Pongal *,Entertainment,1,420843.0,5.9,420843,100.0
Ponto Dos Cortes,Entertainment,1,808253.0,10.49,808253,100.0
PooPooPark,Entertainment,1,3733314.0,0.81,3733314,100.0
Pooja's Kitchen,People & Blogs,1,1639074.0,3.67,1639074,100.0
Poonam P Bisht,People & Blogs,3,1007720.67,4.58,3023162,100.0
Poonam Perky,People & Blogs,1,322292.0,2.22,322292,100.0
PoonamSikarwar,Entertainment,2,3454370.5,1.13,6908741,100.0
Pop Culture,Music,1,889992.0,0.28,889992,100.0
Pop Story,Entertainment,3,8736400.33,1.82,26209201,100.0
PopPopStar-i61,Film & Animation,1,956707.0,3.43,956707,100.0
Popping Flavors,People & Blogs,1,6039189.0,0.8,6039189,100.0
Poppy Bernal,Entertainment,1,1970931.0,3.77,1970931,100.0
Poppy Deyes,People & Blogs,1,41934.0,4.76,41934,100.0
PoppyTheory,People & Blogs,3,188907.0,3.78,566721,100.0
Por trás da Dublagem,People & Blogs,1,1661299.0,2.46,1661299,100.0
Porta dos Fundos,Entertainment,1,846248.0,7.69,846248,100.0
Portal Imaranhão,Gaming,2,3460685.5,2.21,6921371,100.0
Portal Veloz,People & Blogs,1,22269.0,8.74,22269,100.0
Portal do José,Education,1,139229.0,21.04,139229,100.0
Portal dos rosa,People & Blogs,2,1395135.0,4.16,2790270,100.0
Portero Sin Censura,Sports,1,1502538.0,3.65,1502538,100.0
Positivamente,Education,1,2005193.0,5.64,2005193,100.0
PostGameTalks,People & Blogs,1,128008.0,3.88,128008,100.0
