channel_title,category_name,total_videos,avg_views,avg_engagement,total_views,percentage
FAMAX,Entertainment,2,1544808.0,7.47,3089616,100.0
FAMILIA FOFOQUITO BRASIL,Entertainment,1,372678.0,2.21,372678,100.0
FAN EXPO,Entertainment,3,1041610.33,6.99,3124831,100.0
FAN QIANG,People & Blogs,6,5594205.83,2.25,33565235,100.0
FAN.,People & Blogs,1,6791087.0,2.1,6791087,100.0
FARSEP-EDIT,People & Blogs,2,350058.5,4.88,700117,100.0
FBF esportes,People & Blogs,1,653019.0,4.35,653019,100.0
FC Barcelona,Sports,1,976698.0,3.42,976698,100.0
FC Bayern München,Sports,1,233702.0,2.84,233702,100.0
FC Spartak Moscow,Sports,1,61810.0,2.25,61810,100.0
FEBOKIN,Entertainment,1,1309429.0,2.81,1309429,100.0
FERNANDES | DRIVER SP,Entertainment,1,4132008.0,6.84,4132008,100.0
FEURIPE,Gaming,1,94883.0,6.03,94883,100.0
FFF,Autos & Vehicles,1,342260.0,3.06,342260,100.0
FFGamer boy ,Gaming,1,265723.0,0.01,265723,100.0
FIGHTGURU | Мир САМБО,Sports,1,1165359.0,1.96,1165359,100.0
FIKSHUN THE SAMURAI,Entertainment,1,641125.0,6.32,641125,100.0
FIRST 10,Entertainment,1,1432586.0,1.7,1432586,100.0
FIRST TEAM,Sports,2,127437.0,2.3,254874,100.0
FIS Freestyle Skiing,Sports,1,3507036.0,1.94,3507036,100.0
FISHY MECHANIC,Autos & Vehicles,5,1550278.4,1.3,7751392,100.0
FKking,People & Blogs,1,2143184.0,2.29,2143184,100.0
FLA Produções,Sports,1,183405.0,7.06,183405,100.0
FLAVOR FOLEY,Music,2,1041762.0,9.45,2083524,100.0
FLAWLESS,People & Blogs,4,12147468.0,4.77,48589872,100.0
FLAZOEIRO,Sports,1,251785.0,9.45,251785,100.0
FLORIAN PHILIPPOT,News & Politics,1,139508.0,13.1,139508,100.0
FNAF PLAY,Gaming,1,12238.0,9.81,12238,100.0
FNNプライムオンライン,News & Politics,1,853712.0,1.03,853712,100.0
FOCUS online,News & Politics,1,17879.0,1.44,17879,100.0
FONBET ,Sports,1,246002.0,1.92,246002,100.0
FOOCHS 🦊,Entertainment,1,95918.0,4.07,95918,100.0
FOODBOOM,Howto & Style,1,686859.0,4.06,686859,100.0
FOOTBALL TALES,People & Blogs,1,706596.0,1.96,706596,100.0
FORMULA 1,Sports,2,1183306.0,2.75,2366612,100.0
FOX 10 Phoenix,News & Politics,2,425714.5,0.99,851429,100.0
FOX 11 Los Angeles,News & Politics,1,426539.0,1.24,426539,100.0
FOX 4,Entertainment,1,0.0,0.0,0,100.0
FOX 4 Dallas-Fort Worth,News & Politics,1,238224.0,1.4,238224,100.0
FOX Weather,News & Politics,1,388604.0,0.39,388604,100.0
FPS切り抜きボット【ローレン・イロアス】,Gaming,2,75954.5,2.46,151909,100.0
FRANCE 24,News & Politics,1,52948.0,2.05,52948,100.0
FRANCE 24 English,News & Politics,2,928814.5,2.28,1857629,100.0
FRANCE 24 Español,News & Politics,1,284904.0,1.23,284904,100.0
FREDCARS,Autos & Vehicles,1,175806.0,1.48,175806,100.0
FREEДOM,News & Politics,1,62196.0,4.31,62196,100.0
FREEДOM. LIVE,News & Politics,1,115886.0,5.85,115886,100.0
FRpassion,Autos & Vehicles,1,219281.0,4.83,219281,100.0
FSAD,People & Blogs,1,2552863.0,1.91,2552863,100.0
FULLIY EDITZ,Entertainment,3,1575457.0,0.01,4726371,100.0
FUN NEWS,Comedy,2,726988.0,3.55,1453976,100.0
FUNK NO TOPO,Music,1,489574.0,0.59,489574,100.0
FUNNY WOMEN VIDEOS,People & Blogs,2,4490070.0,0.39,8980140,100.0
FUSSBALL 2000 - nur Eintracht Frankfurt!,Sports,1,34728.0,6.05,34728,100.0
FUTEBOL EXPRESS,People & Blogs,1,178775.0,4.72,178775,100.0
FUTINTERIOR,Sports,1,336851.0,3.98,336851,100.0
FUTR45,People & Blogs,1,2931535.0,12.96,2931535,100.0
FUTVIDATV,Sports,2,1249348.5,4.39,2498697,100.0
FXX,Entertainment,1,0.0,0.0,0,100.0
FaTTi,Music,1,965714.0,1.22,965714,100.0
FaZcinante ,Entertainment,1,266239.0,15.86,266239,100.0
Fabi MMArts ,Sports,1,2546848.0,2.85,2546848,100.0
Fabi und Phil,People & Blogs,1,677288.0,4.89,677288,100.0
Fabi und Sam,Comedy,1,2150625.0,1.38,2150625,100.0
Fabia Lopes,People & Blogs,1,74580.0,13.2,74580,100.0
Fabiana Cardoso,News & Politics,1,93662.0,12.85,93662,100.0
Fabiano,People & Blogs,2,29571.5,3.71,59143,100.0
Fabien Adyson,People & Blogs,1,4740430.0,1.83,4740430,100.0
Fabio Darck,Entertainment,1,68893.0,1.84,68893,100.0
Fabiosa Best Lifehacks,People & Blogs,1,5401665.0,1.05,5401665,100.0
Fabiospov,People & Blogs,1,924279.0,5.75,924279,100.0
Fabricio Uber | MOTORISTA DE APLICATIVO,Music,1,107846.0,4.49,107846,100.0
Fabru Blacutt,Comedy,1,1771666.0,6.03,1771666,100.0
Face the Nation,News & Politics,2,378465.0,2.77,756930,100.0
Fact Fusion,Entertainment,1,4942869.0,2.54,4942869,100.0
Fact Pulse,People & Blogs,3,2516959.33,2.05,7550878,100.0
Facto_VerseYt,Education,1,849715.0,5.53,849715,100.0
Facts And Logic,People & Blogs,3,1803534.67,4.9,5410604,100.0
Facts In Minutes,Entertainment,4,546505.5,2.18,2186022,100.0
Facts' Empire,Entertainment,1,2630183.0,0.06,2630183,100.0
Facu Peralta,Gaming,1,486011.0,11.05,486011,100.0
FadeUnchanged,Gaming,2,143363.0,7.82,286726,100.0
Fadyo Pictures,Entertainment,28,79672.5,3.27,2230830,62.22
Fadyo Pictures,People & Blogs,17,355710.65,1.42,6047081,37.78
Fae Plunkett,Film & Animation,4,4680443.0,3.59,18721772,100.0
Faelzera,Entertainment,1,2260831.0,0.03,2260831,100.0
Faisal Khan,People & Blogs,1,70882.0,3.53,70882,100.0
Faisal vlogger,People & Blogs,1,1439520.0,3.17,1439520,100.0
Faits Dino,People & Blogs,1,486391.0,2.93,486391,100.0
Faits Maritimes,People & Blogs,1,420309.0,3.02,420309,100.0
FaiyazFilms,People & Blogs,1,1035159.0,3.78,1035159,100.0
Fakten Pur,People & Blogs,1,111098.0,3.78,111098,100.0
FaktenTricks,People & Blogs,2,643601.5,1.12,1287203,100.0
Faktenbiss,Film & Animation,1,444526.0,3.62,444526,100.0
Faktix Shorts ,News & Politics,1,690668.0,0.02,690668,100.0
Fala Brasil,News & Politics,1,58133.0,3.41,58133,100.0
Fala Elemento,News & Politics,1,360703.0,5.02,360703,100.0
Fala Glauber Podcast,Entertainment,1,53459.0,6.35,53459,100.0
"Fala, Busolli.",Sports,1,421526.0,5.41,421526,100.0
"Fala, Lukinhas!",People & Blogs,2,496247.5,6.24,992495,100.0
Falaidearo,Entertainment,1,3176475.0,3.37,3176475,100.0
Falcon Finance,People & Blogs,1,486412.0,2.72,486412,100.0
FalouCurioso,People & Blogs,1,525524.0,17.31,525524,100.0
Familia Ibañez,Entertainment,3,2087599.67,1.55,6262799,100.0
FamiliaPool,People & Blogs,1,1108040.0,0.0,1108040,100.0
FamiliaSabia,People & Blogs,1,925064.0,4.22,925064,100.0
Family Drama Skp,Entertainment,2,1402764.5,1.91,2805529,100.0
Family Gaming SHORTS,Comedy,4,6511263.5,3.05,26045054,100.0
Family Play TV,Gaming,1,56232.0,3.97,56232,100.0
Familya Stream,Gaming,1,30200.0,1.79,30200,100.0
Família Kohler ,People & Blogs,6,8507238.0,1.2,51043428,100.0
Família Masudinha,People & Blogs,1,1176424.0,8.98,1176424,100.0
Família Thally e Leo,Entertainment,1,2463499.0,2.93,2463499,100.0
Fan de los Twins,Entertainment,1,2484160.0,2.25,2484160,100.0
Fan422,People & Blogs,2,1007003.5,2.59,2014007,100.0
FanCode,Sports,1,233055.0,3.03,233055,100.0
Fanchi,Gaming,1,48958.0,6.99,48958,100.0
Fanny Dad,People & Blogs,1,487663.0,1.42,487663,100.0
Faol News,People & Blogs,1,664205.0,1.26,664205,100.0
Fara kicks,People & Blogs,1,1076130.0,3.45,1076130,100.0
Farahnoz Sharafova ,Music,1,1232625.0,0.31,1232625,100.0
Fararchive,People & Blogs,1,394184.0,2.68,394184,100.0
Faraz Stunt Rider,Autos & Vehicles,1,7780576.0,1.27,7780576,100.0
Farbstoff RSL,Gaming,1,1246.0,11.08,1246,100.0
Farfadox,Gaming,1,594111.0,10.22,594111,100.0
Farine de blé,Autos & Vehicles,1,570909.0,7.4,570909,100.0
Faroles show oficial 🤡,People & Blogs,1,229802.0,2.29,229802,100.0
Fartbirb,Pets & Animals,3,2796146.67,7.29,8388440,100.0
Fascinologie,Howto & Style,1,955988.0,2.2,955988,100.0
Fast Lane G,Autos & Vehicles,1,1171983.0,4.54,1171983,100.0
FastTrackField,People & Blogs,3,4911879.0,2.79,14735637,100.0
FastplayHQ,Sports,1,348752.0,4.3,348752,100.0
Fat & Fit,People & Blogs,2,1112669.0,4.18,2225338,100.0
Fat Giorno,People & Blogs,1,140304.0,5.03,140304,100.0
FatherPhi,People & Blogs,9,4079348.89,7.67,36714140,100.0
Fatme Gara,People & Blogs,1,1471207.0,2.15,1471207,100.0
Fatmir Sufa,Entertainment,3,622443.0,5.07,1867329,100.0
Fauna Archives,Pets & Animals,3,1488466.0,5.18,4465398,100.0
Fave Ranks,Entertainment,2,2010703.5,2.23,4021407,100.0
Favorit0,People & Blogs,1,708283.0,5.53,708283,100.0
Favorite Fishing,People & Blogs,1,465750.0,7.05,465750,100.0
FazFriends,Gaming,2,575105.0,1.9,1150210,100.0
Fearfully CREATED,People & Blogs,2,49444.0,12.89,98888,100.0
Fearron,Sports,2,6670823.5,2.85,13341647,100.0
FeatheredFriend,People & Blogs,2,614348.0,1.49,1228696,100.0
Fede Vigevani,Entertainment,1,4769705.0,4.55,4769705,100.0
FedeLive,Gaming,1,26098.0,5.59,26098,100.0
Federico Millan,Entertainment,1,4157687.0,4.54,4157687,100.0
FeelFree2Throw,Howto & Style,1,264239.0,3.03,264239,100.0
Feh,Entertainment,1,317515.0,10.59,317515,100.0
FeijoadaShorts,People & Blogs,2,1299117.5,0.07,2598235,100.0
Feinberg Sucks,Gaming,4,55573.5,4.91,222294,100.0
Felicia Simon,Education,1,48513.0,10.97,48513,100.0
Feliciano Nos,People & Blogs,3,6827821.0,2.56,20483463,100.0
Felipe Estrada,People & Blogs,2,2771785.5,2.71,5543571,100.0
Felipe Ricardo,Science & Technology,1,75602.0,11.8,75602,100.0
Felix,People & Blogs,3,6710468.33,7.46,20131405,100.0
Felonix,News & Politics,4,16056021.5,2.34,64224086,100.0
Fer,Gaming,1,135340.0,1.94,135340,100.0
Fer Mont,Gaming,2,1507589.5,2.54,3015179,100.0
Fer.mesure,People & Blogs,1,106576.0,3.24,106576,100.0
Fera,People & Blogs,1,3045947.0,4.54,3045947,100.0
Ferd,Entertainment,5,3860421.2,3.25,19302106,100.0
FernanWarriorZ,Entertainment,1,1133285.0,1.76,1133285,100.0
Fernanda Cordiolli,People & Blogs,1,38057.0,10.56,38057,100.0
Fest1k - Oxide,Gaming,1,83990.0,4.16,83990,100.0
Fett,Gaming,1,23542.0,4.83,23542,100.0
Fexl,Education,1,136272.0,2.18,136272,100.0
Fezyn,Entertainment,1,632263.0,5.42,632263,100.0
Fghhyhty,People & Blogs,2,2430036.5,0.82,4860073,100.0
FiberBlade,People & Blogs,3,4098860.33,1.25,12296581,100.0
Fight Formula,People & Blogs,3,989498.0,5.44,2968494,100.0
Fight Lab,People & Blogs,1,313581.0,1.28,313581,25.0
Fight Lab,Sports,3,1263387.33,7.47,3790162,75.0
FightShorts_uz,Entertainment,1,369069.0,2.38,369069,100.0
FightingDad,Sports,1,99845.0,4.44,99845,100.0
Fildrong,Gaming,1,118510.0,17.08,118510,100.0
Film Leak Shorts,People & Blogs,6,7091125.67,4.74,42546754,100.0
FilmBytes,People & Blogs,3,2207413.33,2.14,6622240,100.0
FilmRecapSinema,Entertainment,1,492233.0,5.93,492233,100.0
Filmerläuterung,Film & Animation,1,195404.0,2.85,195404,100.0
Filmi Indian,Entertainment,500,643274.26,3.27,321637132,100.0
FilmsActu,Film & Animation,1000,141143.27,1.45,141143273,100.0
Filmy Poster,Sports,1,116547.0,1.2,116547,100.0
Filmy Surraj,Entertainment,3,4051121.67,2.71,12153365,100.0
Filmymoji,Entertainment,1,1375079.0,6.68,1375079,100.0
Filo Joul,Pets & Animals,1,843802.0,1.49,843802,100.0
FinTaylor,People & Blogs,1,121413.0,2.54,121413,100.0
Finally,Comedy,1,4042684.0,5.51,4042684,100.0
Finanzfuchs,Entertainment,1,250000.0,3.87,250000,100.0
FineBuzz,People & Blogs,5,7544417.6,4.37,37722088,100.0
Finnel,Entertainment,2,493490.5,5.43,986981,100.0
Finngma,Entertainment,2,3751839.5,3.01,7503679,100.0
Finoggin,Gaming,1,60693.0,6.01,60693,100.0
Fio Diário,News & Politics,1,233558.0,6.09,233558,100.0
Fiona24,Entertainment,1,1052076.0,2.24,1052076,100.0
Fiouze,Gaming,1,240772.0,6.56,240772,100.0
Fique,Entertainment,1,1042449.0,2.77,1042449,100.0
Fire Department Chronicles,Comedy,2,837916.0,10.54,1675832,100.0
FirePlay,Music,1,1127423.0,0.26,1127423,100.0
Fireship,Science & Technology,7,663010.0,3.87,4641070,100.0
First Things First,Sports,1,112802.0,1.99,112802,100.0
Firstpost,News & Politics,2,765457.5,0.89,1530915,100.0
Fishing Freaks,Travel & Events,1,156490.0,4.68,156490,100.0
Fist To Face,Sports,4,1066451.5,2.94,4265806,100.0
FitFaktor,Entertainment,3,296829.67,3.13,890489,100.0
FitVision,Sports,4,819506.0,4.98,3278024,100.0
FitzAdri,Gaming,1,19695.0,5.98,19695,100.0
FixEye,Gaming,1,380817.0,4.48,380817,100.0
FixEye - Роблокс,Gaming,499,1606814.02,2.04,801800194,99.6
FixEye - Роблокс,Music,2,2725367.0,2.64,5450734,0.4
FixPlay - Майнкрафт,Gaming,1,122099.0,7.07,122099,100.0
Fixs and Tricks,People & Blogs,1,81633.0,4.61,81633,100.0
FixzTwo,Gaming,1,109543.0,3.87,109543,100.0
Fk Video,Sports,3,864053.67,1.1,2592161,100.0
Fla Total,Sports,4,5631928.5,1.16,22527714,100.0
FlacoDatos,People & Blogs,1,442763.0,8.86,442763,100.0
Flakes Power,Gaming,1,197616.0,6.33,197616,100.0
Flame Music,Music,1,5999905.0,8.19,5999905,100.0
Flame playz,Gaming,2,149623.0,1.96,299246,100.0
Flamengo SRN,Sports,1,192663.0,3.66,192663,100.0
Flamingo,Gaming,3,818844.0,5.86,2456532,100.0
Flamy Shorts,Entertainment,1,2194040.0,1.99,2194040,100.0
Flankenkönig,Sports,1,79534.0,3.05,79534,100.0
FlashDatos,People & Blogs,1,2173358.0,8.04,2173358,100.0
FlashPass,Sports,1,2049309.0,1.77,2049309,100.0
Flashcortos ,Entertainment,1,2376231.0,3.92,2376231,100.0
Flavio Brotas,People & Blogs,1,142170.0,16.47,142170,100.0
Flayr ,Entertainment,1,1481146.0,5.35,1481146,100.0
Fleischwolf,Comedy,1,1853092.0,2.73,1853092,100.0
Flexx Shorts ,Entertainment,1,1917949.0,8.27,1917949,100.0
Flick Stream,People & Blogs,2,2866248.5,3.59,5732497,100.0
FlickFramer,Film & Animation,1,1010065.0,2.92,1010065,100.0
FlickStorm ,People & Blogs,1,659391.0,5.4,659391,100.0
FlickTales7,Entertainment,1,2216049.0,2.31,2216049,100.0
Flight Gamer,Gaming,2,261947.0,3.69,523894,100.0
Flight Simmons,Gaming,1,1178794.0,4.86,1178794,100.0
FlinterI9,Entertainment,1,281310.0,0.03,281310,100.0
Flipadatos,Entertainment,1,1174708.0,1.47,1174708,100.0
Flix,Gaming,2,39953.0,6.76,79906,100.0
FlixFollower,People & Blogs,1,1369067.0,7.57,1369067,100.0
Flizzash,Entertainment,3,4155547.0,2.63,12466641,100.0
Flo - Culture G,People & Blogs,1,130949.0,4.05,130949,100.0
Florian Oberauer ,Autos & Vehicles,1,138428.0,1.5,138428,100.0
Flossie,Howto & Style,1,19792.0,2.19,19792,100.0
Flossy Carter,Science & Technology,3,117343.67,9.0,352031,100.0
Flow Games,Gaming,1,92992.0,9.93,92992,100.0
FlowBuild,Entertainment,8,70098491.62,1.94,560787933,100.0
FlowForce,People & Blogs,1,1028875.0,4.22,1028875,100.0
Flowers Comedy,Entertainment,1,686569.0,3.07,686569,100.0
Fluffel,Sports,4,2384249.0,1.74,9536996,100.0
Fluger New,Gaming,1,35101.0,3.65,35101,100.0
Fluid MA Alfi,People & Blogs,2,3194041.0,5.07,6388082,100.0
Fluki,Gaming,1,296882.0,5.24,296882,100.0
Flying Beast,People & Blogs,1,192438.0,4.04,192438,100.0
Flyyyy,People & Blogs,2,571683.5,1.38,1143367,100.0
Flávio Lopes,People & Blogs,1,2488064.0,1.7,2488064,100.0
FoFocandoFlix,People & Blogs,1,220041.0,2.07,220041,100.0
Foca No Canal,Entertainment,2,1430034.5,0.79,2860069,100.0
Fofis ,Entertainment,1,4079219.0,2.61,4079219,100.0
Fofura Pet TV,Entertainment,1,708514.0,3.27,708514,100.0
Folk Fusion Hubs,People & Blogs,1,148515.0,1.1,148515,100.0
Foltyn,Gaming,3,556543.33,3.7,1669630,100.0
FoltynPlays,Gaming,4,294564.25,2.45,1178257,100.0
Fomin Create - AI креатор,People & Blogs,1,197357.0,1.92,197357,100.0
Food Ward Fyz,Howto & Style,2,385258.5,7.02,770517,100.0
Foodie Malabari,Howto & Style,1,636869.0,1.48,636869,100.0
Foodporn,Entertainment,3,4126162.67,3.66,12378488,100.0
Fooster,Gaming,3,112372.67,6.48,337118,100.0
Foot Dépendance,Sports,1,349103.0,5.26,349103,100.0
Foot Mercato,Sports,2,162007.0,4.35,324014,100.0
FootReels,People & Blogs,1,45344.0,5.16,45344,100.0
FootRush,Sports,2,2440090.5,1.23,4880181,100.0
FootRuud,Sports,1,589939.0,2.0,589939,100.0
Football Arena,People & Blogs,3,9504938.33,1.93,28514815,100.0
Football Life,Sports,1,10346464.0,1.43,10346464,100.0
Football Rise,Autos & Vehicles,1,157284.0,1.35,157284,100.0
Football Stories 2,People & Blogs,1,448627.0,2.21,448627,100.0
Footy Genius,People & Blogs,3,594601.33,2.79,1783804,100.0
Footy Stories,Sports,1,1004910.0,3.32,1004910,100.0
FootyRanks,Entertainment,1,689063.0,6.22,689063,100.0
Footyballer,People & Blogs,6,4935014.33,1.91,29610086,100.0
Forbes Breaking News,News & Politics,4,2990977.25,4.89,11963909,100.0
Force Stratégique,People & Blogs,1,181167.0,2.1,181167,100.0
Forever Analog,Music,4,291212.5,2.87,1164850,100.0
Forever Hits,Music,86,74482.56,0.79,6405500,100.0
Forgotten Crimes,People & Blogs,3,11111699.33,4.64,33335098,100.0
FormuleFans,Sports,1,854255.0,2.88,854255,100.0
Forrest's Auto Reviews,Autos & Vehicles,3,449020.0,10.03,1347060,100.0
Fortune.enjoyment,People & Blogs,1,160389.0,2.17,160389,100.0
Forza Taktik,Sports,3,2405899.67,1.29,7217699,100.0
Força Total ,Autos & Vehicles,1,1454902.0,2.13,1454902,100.0
Fosters PC,Science & Technology,1,121750.0,3.62,121750,100.0
Foufa 2.0,People & Blogs,1,150992.0,4.61,150992,100.0
Fox Business,News & Politics,2,172927.5,11.99,345855,100.0
Fox Hunting Movie,People & Blogs,2,1632632.0,4.13,3265264,100.0
Fox News,News & Politics,3,1382498.33,9.5,4147495,100.0
Fox News Clips,News & Politics,1,274920.0,2.11,274920,100.0
FrFOOT,People & Blogs,1,148664.0,3.49,148664,100.0
Fragman Analizim,Entertainment,1,3657980.0,1.33,3657980,100.0
Frame Flux,People & Blogs,3,5122686.33,7.9,15368059,100.0
Frame Fur ,Entertainment,2,830083.5,4.64,1660167,100.0
Frame to Frame ,People & Blogs,3,16599271.0,1.98,49797813,100.0
FrameRush,Film & Animation,3,9032863.0,6.24,27098589,100.0
Fran Japa,Entertainment,1,49492.0,4.54,49492,100.0
FranSousafilmes,Comedy,1,1809294.0,5.82,1809294,100.0
France 3 Hauts-de-France,News & Politics,1,24003.0,1.43,24003,100.0
France 3 Nouvelle-Aquitaine,News & Politics,1,75566.0,1.39,75566,100.0
France 3 Pays de la Loire,News & Politics,1,190723.0,0.82,190723,100.0
France Eternelle,Comedy,1,59977.0,6.57,59977,50.0
France Eternelle,News & Politics,1,76641.0,8.82,76641,50.0
France Inter,News & Politics,1,83843.0,3.62,83843,100.0
France Rugby,Sports,1,145704.0,2.18,145704,100.0
France TV Washington,News & Politics,1,59738.0,0.83,59738,100.0
France tv sport,Sports,1,365606.0,2.65,365606,100.0
Francis Bourgeois,People & Blogs,1,119733.0,6.32,119733,100.0
FranciscoDicas,Science & Technology,1,410765.0,6.88,410765,100.0
Franco Escamilla,Comedy,1,1021527.0,4.71,1021527,100.0
Frandroid,Science & Technology,1,41226.0,5.45,41226,100.0
Franjo,Comedy,1,1687824.0,5.38,1687824,100.0
Frank Michael Smith,Sports,3,2866255.33,6.02,8598766,100.0
Frankie Basket,Sports,1,2397896.0,4.99,2397896,100.0
FranqitoM,Entertainment,1,1204913.0,5.84,1204913,100.0
FranyerJesus,People & Blogs,1,826180.0,3.69,826180,100.0
FranzImAuto,People & Blogs,1,34151.0,4.1,34151,100.0
François-Xavier Bellamy,News & Politics,1,38358.0,2.45,38358,100.0
Frases para status..s2,Autos & Vehicles,1,400572.0,4.72,400572,100.0
Freaky Facts Explorer,People & Blogs,1,464424.0,18.31,464424,100.0
Freasy,Gaming,1,6254.0,8.67,6254,100.0
Freddy,Entertainment,1,154550.0,0.03,154550,100.0
FreeSpire2589,Entertainment,1,245573.0,4.22,245573,100.0
Freebord,Sports,4,2206194.0,1.8,8824776,100.0
Frei Gilson / Som do Monte - OFICIAL,Music,1,3289702.0,10.47,3289702,100.0
FrenchHardware,Science & Technology,1,97822.0,7.25,97822,100.0
Frenezi Shorts,Gaming,1,1057150.0,0.86,1057150,100.0
Fresh Media Records,Music,1,5470241.0,2.26,5470241,100.0
Fresh Spawns,Gaming,1,96495.0,0.77,96495,100.0
Fresh.LoL,Gaming,1,23823.0,3.77,23823,100.0
Freunde des Stroms,Science & Technology,1,31432.0,5.15,31432,100.0
Freya Farrington,Howto & Style,1,21642.0,6.86,21642,100.0
Freya518Q,Entertainment,1,381333.0,3.79,381333,100.0
Fricção 360°,Entertainment,1,238320.0,3.58,238320,100.0
Friendly Wonders,Entertainment,2,7341336.0,2.39,14682672,100.0
Friends From Work,Comedy,1,625854.0,6.72,625854,100.0
Frite 2.0,Gaming,1,55792.0,3.54,55792,100.0
Froch On Fighting,Sports,1,258341.0,6.56,258341,100.0
Froggy,Gaming,2,13903.0,7.75,27806,100.0
From Zero to Luxury,Entertainment,2,9332664.5,2.82,18665329,100.0
FrontLine TV,News & Politics,4,5806277.75,2.48,23225111,100.0
Frontberichte auf Deutsch,News & Politics,1,20904.0,19.43,20904,100.0
Frontera México,Sports,1,104702.0,2.17,104702,100.0
Frontières ,News & Politics,1,42437.0,10.11,42437,100.0
Frontline,People & Blogs,2,273952.0,3.62,547904,100.0
Frontlinie,People & Blogs,1,188473.0,2.46,188473,100.0
Frère Faucon,People & Blogs,1,66802.0,7.47,66802,100.0
Fubia,Gaming,1,632485.0,1.11,632485,100.0
Fubo,Sports,1,141565.0,0.93,141565,100.0
FuchBool2.0,People & Blogs,1,2446419.0,3.06,2446419,100.0
Fuego Forjado,People & Blogs,1,527208.0,1.68,527208,100.0
Fuel for Thought,People & Blogs,2,1714232.5,2.67,3428465,100.0
Fufu,Entertainment,1,5758088.0,2.51,5758088,100.0
Fuji Aquarium,People & Blogs,1,3773066.0,2.27,3773066,100.0
Fukay1070,Comedy,1,1200724.0,4.2,1200724,100.0
Fukra Insaan,Entertainment,1,4600747.0,3.86,4600747,100.0
Fun Da.,Comedy,1,744606.0,12.95,744606,100.0
Fun Farming,People & Blogs,1,5738343.0,0.53,5738343,100.0
Fun Loop,People & Blogs,1,1234920.0,8.14,1234920,100.0
FunComment,Film & Animation,1,3273506.0,2.59,3273506,100.0
FunHeroes,People & Blogs,2,2123868.5,8.22,4247737,100.0
FunLab,Entertainment,1,1084636.0,1.59,1084636,100.0
FunTime,Gaming,1,62323.0,6.34,62323,100.0
FunTime Roblox,Entertainment,2,57830.0,1.84,115660,100.0
FunTok,People & Blogs,2,877312.5,1.4,1754625,100.0
Funcho Shorts,Entertainment,1,4615957.0,5.75,4615957,100.0
Funk dos Fluxos,Music,500,25530.52,2.53,12765262,100.0
Funky Black Cat,Entertainment,21,165500.76,9.91,3475516,4.2
Funky Black Cat,Gaming,475,107033.88,7.56,50841092,95.0
Funky Black Cat,Music,4,106359.75,13.72,425439,0.8
Funntyaa,Gaming,1,361386.0,1.38,361386,100.0
Funny Animals Channel,Pets & Animals,1,487400.0,5.08,487400,100.0
Funny Cute,People & Blogs,6,5914543.67,4.36,35487262,100.0
Funny cat,People & Blogs,1,2634885.0,3.32,2634885,100.0
FunnyCatTv 10,Pets & Animals,3,9738386.33,6.35,29215159,100.0
FunnyMike Live,Gaming,1,33602.0,2.02,33602,100.0
FunnyVerz,People & Blogs,3,830162.0,3.3,2490486,100.0
Funnyfailpetz,Pets & Animals,4,860283.5,5.94,3441134,100.0
Funtale,People & Blogs,2,5243647.0,3.09,10487294,100.0
Funy Verses,Entertainment,1,2143370.0,4.34,2143370,100.0
Funyaasi,Entertainment,1,2262088.0,5.07,2262088,100.0
Furat Shibli,News & Politics,1,22711.0,7.27,22711,100.0
